time, px, py, pz, qx, qy, qz, qw
3.46003, 0.575515, -0.618626, 1.6005, 0.000119085, -0.0375272, 0.707307, 0.705909
3.48084, 0.575962, -0.618589, 1.60006, -0.00141355, -0.0385977, 0.707126, 0.706032
3.50032, 0.57611, -0.618342, 1.59968, -0.000521331, -0.0384844, 0.707071, 0.706094
3.52062, 0.576263, -0.61828, 1.5992, -6.07959e-05, -0.0376781, 0.707196, 0.706013
3.5401, 0.57654, -0.618145, 1.599, -9.58386e-05, -0.0381995, 0.707057, 0.706124
3.56071, 0.576779, -0.61805, 1.59872, -3.20871e-05, -0.0377812, 0.706936, 0.706268
3.58004, 0.577156, -0.61794, 1.59847, -0.000831939, -0.0384171, 0.706929, 0.70624
3.60006, 0.57749, -0.61789, 1.59829, -0.00102624, -0.0390318, 0.706775, 0.70636
3.62066, 0.577604, -0.617777, 1.59813, -0.000174148, -0.0384192, 0.706803, 0.706366
3.64073, 0.57779, -0.617714, 1.59792, -0.00059356, -0.0388487, 0.7067, 0.706446
3.66066, 0.577858, -0.617594, 1.59774, -0.000139102, -0.0389673, 0.706645, 0.706495
3.68015, 0.578085, -0.617615, 1.59758, -0.000408185, -0.0388324, 0.70663, 0.706516
3.7002, 0.578295, -0.617647, 1.59749, -0.000649572, -0.038791, 0.706798, 0.706351
3.72061, 0.57841, -0.617571, 1.59748, -0.000617451, -0.0394373, 0.707045, 0.706067
3.73995, 0.578346, -0.617533, 1.59735, -3.71417e-05, -0.0384911, 0.707119, 0.706046
3.76075, 0.578454, -0.617559, 1.5974, -0.000396, -0.0391048, 0.707092, 0.706039
3.78081, 0.578482, -0.617613, 1.59727, 0.000270097, -0.0387562, 0.706982, 0.706169
3.80027, 0.578553, -0.617635, 1.59723, 9.0973e-05, -0.0386925, 0.707139, 0.706015
3.82015, 0.578612, -0.617659, 1.59721, 5.97129e-06, -0.0388194, 0.70723, 0.705917
3.84023, 0.578638, -0.617679, 1.5974, 0.000481089, -0.039153, 0.707461, 0.705667
3.86071, 0.578633, -0.617729, 1.59747, 0.000370036, -0.0385361, 0.707582, 0.70558
3.88012, 0.578622, -0.617851, 1.59744, -7.92248e-05, -0.0384409, 0.707471, 0.705696
3.9002, 0.578552, -0.617912, 1.59745, 0.000244393, -0.038593, 0.70739, 0.705769
3.9207, 0.578609, -0.618005, 1.5976, 0.000671855, -0.0384643, 0.707328, 0.705838
3.9401, 0.578684, -0.618075, 1.59778, 0.000218407, -0.0391214, 0.707308, 0.705822
3.9607, 0.578552, -0.61819, 1.59773, -8.07667e-05, -0.0390669, 0.707491, 0.705642
3.98065, 0.578472, -0.618401, 1.59781, -0.000652679, -0.0382805, 0.707653, 0.705522
4.00034, 0.578442, -0.618662, 1.59788, -0.000671049, -0.0376457, 0.70764, 0.70557
4.02008, 0.578195, -0.618736, 1.59792, 4.09913e-05, -0.0373148, 0.707647, 0.70558
4.04067, 0.578011, -0.618806, 1.59798, -0.000258784, -0.0375727, 0.707668, 0.705546
4.06068, 0.577976, -0.619036, 1.59809, -0.000417484, -0.0374315, 0.707554, 0.705667
4.07996, 0.577966, -0.61919, 1.59833, -0.000942366, -0.0379416, 0.707785, 0.705408
4.10005, 0.577738, -0.619274, 1.59838, -0.00078718, -0.0374009, 0.707983, 0.705238
4.12, 0.577414, -0.619421, 1.59837, 8.40794e-05, -0.0370307, 0.708115, 0.705125
4.14014, 0.577279, -0.619553, 1.59853, 0.0007386, -0.036711, 0.708105, 0.705151
4.16071, 0.577204, -0.619753, 1.59863, 4.26894e-05, -0.0367154, 0.708077, 0.70518
4.1807, 0.576987, -0.619874, 1.59849, -0.00020711, -0.0368316, 0.707915, 0.705337
4.20026, 0.576887, -0.620031, 1.59851, -0.000790019, -0.0375335, 0.707978, 0.705236
4.22001, 0.576671, -0.62009, 1.59863, 0.000788447, -0.036879, 0.70825, 0.704998
4.24065, 0.576389, -0.620388, 1.59842, 0.00115777, -0.0360065, 0.708453, 0.704838
4.2606, 0.576105, -0.620392, 1.59839, 0.00178131, -0.0364896, 0.708593, 0.704671
4.28008, 0.575957, -0.620635, 1.59821, 0.000739749, -0.0362689, 0.70868, 0.704597
4.30018, 0.575888, -0.620747, 1.59822, 0.000817199, -0.0364903, 0.708582, 0.704684
4.32059, 0.575737, -0.620922, 1.59813, 4.109e-05, -0.0368345, 0.708642, 0.704606
4.34066, 0.575354, -0.620915, 1.59793, 0.00131939, -0.0365876, 0.708874, 0.704385
4.36012, 0.57526, -0.621226, 1.59766, 0.00140165, -0.0356594, 0.708979, 0.704326
4.38086, 0.5751, -0.621387, 1.59765, 0.00159289, -0.035958, 0.709016, 0.704273
4.4004, 0.574891, -0.621585, 1.59732, 0.000663862, -0.0359961, 0.708798, 0.704492
4.42047, 0.574769, -0.621588, 1.59714, 0.00119271, -0.0364715, 0.708553, 0.704713
4.4407, 0.57479, -0.62189, 1.59692, -6.16153e-05, -0.0365798, 0.708498, 0.704764
4.46037, 0.574573, -0.622013, 1.59676, 0.000480335, -0.036658, 0.708597, 0.704661
4.47999, 0.574392, -0.622208, 1.59647, 0.00137241, -0.0360978, 0.708599, 0.704686
4.4999, 0.574161, -0.6223, 1.59626, 0.0017517, -0.0362277, 0.708725, 0.704552
4.51992, 0.573975, -0.62249, 1.59598, 0.00101355, -0.0360392, 0.708605, 0.704683
4.5399, 0.573929, -0.622651, 1.59579, 0.00062567, -0.0363353, 0.708384, 0.704891
4.5599, 0.573895, -0.622846, 1.59536, -6.12608e-05, -0.036496, 0.708244, 0.705024
4.57992, 0.573692, -0.622998, 1.59499, -0.000296436, -0.0365831, 0.708403, 0.704859
4.59991, 0.573389, -0.62309, 1.59478, 0.00153474, -0.0353343, 0.708507, 0.704817
4.61988, 0.57317, -0.623268, 1.59445, 0.00203411, -0.0349449, 0.70866, 0.704681
4.63993, 0.572956, -0.623357, 1.59403, 0.00161796, -0.0350623, 0.708749, 0.704587
