time, px, py, pz, qx, qy, qz, qw
2.80088, -0.606517, 0.589611, 1.5637, -0.0200403, -0.000659472, 0.707445, 0.706484
2.82067, -0.612886, 0.59561, 1.56371, -0.0195785, -0.00120481, 0.707221, 0.706721
2.83992, -0.61965, 0.601671, 1.56322, -0.0197861, -0.000949488, 0.707252, 0.706684
2.86072, -0.626126, 0.607696, 1.56319, -0.0190496, -0.00115735, 0.7076, 0.706356
2.88023, -0.63238, 0.61379, 1.56363, -0.0183882, -0.00226007, 0.707734, 0.706236
2.90078, -0.638905, 0.61991, 1.5635, -0.0182587, -0.0022341, 0.707426, 0.706548
2.92091, -0.6456, 0.626106, 1.56311, -0.0179513, -0.00187529, 0.707125, 0.706858
2.94019, -0.65206, 0.631876, 1.56286, -0.0180264, -0.000364681, 0.707441, 0.706542
2.96063, -0.658335, 0.638147, 1.56348, -0.0174856, -0.0019423, 0.707342, 0.706653
2.98068, -0.66517, 0.644244, 1.56334, -0.0166654, -0.000800014, 0.707271, 0.706745
3.00078, -0.671944, 0.650529, 1.56339, -0.0162262, -0.00160855, 0.707427, 0.706599
3.02056, -0.678364, 0.656457, 1.56329, -0.0166921, -0.000813982, 0.707741, 0.706274
3.04064, -0.684741, 0.662769, 1.56336, -0.016201, -0.00074851, 0.707321, 0.706706
3.06037, -0.691301, 0.668714, 1.56248, -0.0181968, 0.000444912, 0.706854, 0.707125
3.08065, -0.69796, 0.675185, 1.56273, -0.0168287, -0.000561385, 0.707104, 0.706909
3.10066, -0.704068, 0.681197, 1.56328, -0.0173738, -0.00147895, 0.706992, 0.707007
3.12087, -0.710703, 0.687314, 1.56331, -0.0173418, -0.00108684, 0.706603, 0.707397
3.1406, -0.717402, 0.693647, 1.56323, -0.0182403, -0.00215699, 0.706686, 0.707288
3.16063, -0.72384, 0.699716, 1.56355, -0.0179217, -0.00193327, 0.706916, 0.707068
3.18071, -0.730175, 0.706051, 1.56427, -0.0173749, -0.00308214, 0.706805, 0.707188
3.20061, -0.736965, 0.712102, 1.56403, -0.0181512, -0.00182271, 0.706374, 0.707604
3.22057, -0.743503, 0.718418, 1.56402, -0.0180057, -0.00149066, 0.706898, 0.707085
3.24059, -0.750049, 0.724382, 1.56438, -0.0179169, -0.000811503, 0.706748, 0.707238
3.26077, -0.756478, 0.730821, 1.56509, -0.0171519, -0.00192906, 0.706348, 0.707654
3.28081, -0.763438, 0.736814, 1.5649, -0.017109, -0.000326274, 0.706259, 0.707747
3.30078, -0.770153, 0.743219, 1.56549, -0.0163956, -0.0015608, 0.706657, 0.707365
3.32047, -0.776475, 0.749161, 1.56584, -0.0174327, -0.00125715, 0.706838, 0.70716
3.34046, -0.782998, 0.755529, 1.56606, -0.0175501, -0.00165656, 0.706387, 0.707606
3.36051, -0.789798, 0.761684, 1.56595, -0.0177135, -0.000859997, 0.706127, 0.707863
3.38062, -0.79625, 0.768006, 1.5667, -0.0169039, -0.00184869, 0.706225, 0.707783
3.40065, -0.802553, 0.773987, 1.56747, -0.0170285, -0.00202223, 0.70592, 0.708084
3.42039, -0.809391, 0.780403, 1.56788, -0.0159003, -0.00201331, 0.705565, 0.708464
3.44066, -0.816006, 0.786471, 1.56829, -0.0165822, -0.00225354, 0.705794, 0.708219
3.4606, -0.822562, 0.792895, 1.56942, -0.0143174, -0.00313793, 0.706091, 0.70797
3.48079, -0.829095, 0.79872, 1.56985, -0.0156911, -0.00282222, 0.70602, 0.708012
3.50068, -0.835986, 0.804927, 1.56981, -0.0157485, -0.00176484, 0.705874, 0.70816
3.52069, -0.84232, 0.811043, 1.57009, -0.0159741, -0.00193741, 0.705734, 0.708294
3.54062, -0.848463, 0.816962, 1.57041, -0.0167673, -0.0016412, 0.705676, 0.708335
3.55994, -0.854874, 0.823024, 1.57074, -0.0183653, -0.00273662, 0.705596, 0.708371
3.5807, -0.86178, 0.829135, 1.57104, -0.0161439, -0.000991416, 0.705023, 0.709
3.60088, -0.868175, 0.835396, 1.57193, -0.0152071, -0.0023851, 0.705222, 0.70882
3.62009, -0.874344, 0.841073, 1.57239, -0.0173982, -0.00238728, 0.705183, 0.708808
3.64059, -0.881053, 0.847446, 1.57312, -0.016105, -0.00290248, 0.704727, 0.70929
3.66064, -0.887239, 0.853267, 1.57329, -0.0179385, -0.00300385, 0.704646, 0.709326
3.68066, -0.894178, 0.859503, 1.57424, -0.0160624, -0.00302428, 0.705321, 0.7087
3.70064, -0.900537, 0.865327, 1.57458, -0.0167828, -0.001929, 0.705056, 0.70895
3.72064, -0.907129, 0.871319, 1.57456, -0.0169905, -0.000957102, 0.704609, 0.709392
3.74055, -0.913313, 0.877139, 1.5747, -0.017766, -9.67449e-07, 0.705123, 0.708863
3.76014, -0.919954, 0.883437, 1.57598, -0.0160307, -0.00178847, 0.705052, 0.708972
3.7807, -0.926529, 0.889279, 1.5762, -0.0164644, -0.000613383, 0.704937, 0.709079
3.80076, -0.932972, 0.895458, 1.57653, -0.0172892, -0.00190151, 0.704376, 0.709614
3.82062, -0.939235, 0.901144, 1.57673, -0.0180913, -0.00108563, 0.704842, 0.709133
3.84049, -0.945443, 0.907309, 1.57759, -0.0174924, -0.00244856, 0.704596, 0.709389
3.86027, -0.95195, 0.913109, 1.57757, -0.0185945, -0.00150617, 0.704373, 0.709585
3.88072, -0.95852, 0.919495, 1.57803, -0.0159882, -0.00137537, 0.704875, 0.70915
3.90015, -0.964837, 0.92515, 1.57857, -0.0168522, -0.00172185, 0.704921, 0.709083
3.92064, -0.97122, 0.931315, 1.57918, -0.016101, -0.00192289, 0.704728, 0.709293
3.94051, -0.977752, 0.937101, 1.57921, -0.0172814, -0.00117343, 0.704488, 0.709504
3.96051, -0.984202, 0.943309, 1.57968, -0.0160853, -0.00114238, 0.705325, 0.708701
3.9806, -0.990507, 0.949092, 1.58034, -0.0175128, -0.00186644, 0.705261, 0.708729
4.00065, -0.996969, 0.955285, 1.58076, -0.0170632, -0.00180951, 0.704898, 0.709101
4.0205, -1.00324, 0.961273, 1.5805, -0.017764, -0.00129835, 0.705093, 0.708891
4.04045, -1.00954, 0.967121, 1.58057, -0.0179016, -0.000580285, 0.705355, 0.708628
4.06057, -1.01598, 0.973278, 1.58131, -0.0175195, -0.00165161, 0.705173, 0.708817
